filename,state_name,state_id,district_name,district_id
DH_2011_2315_PART_B_DCHB_NEEMUCH.pdf,madhya pradesh,23,neemuch,432
DH_2011_2306_PART_B_DCHB_SHIVPURI.pdf,madhya pradesh,23,shivpuri,423
DH_2011_2901_PART_B_DCHB_BELGAUM.pdf,karnataka,29,belgaum,555
DH_2011_0809_PART_B_DCHB_KARAULI.pdf,rajasthan,08,karauli,107
DH_2011_0935_PART_B_DCHB_JHANSI.pdf,uttar pradesh,09,jhansi,166
DH_2011_3203_PART_B_DCHB_WAYANAD.pdf,kerala,32,wayanad,590
DH_2011_0954_PART_B_DCHB_BASTI.pdf,uttar pradesh,09,basti,185
DH_2011_1303_PART_B_DCHB_ZUNHEBOTO.pdf,nagaland,13,zunheboto,263
DH_2011_2302_PART_B_DCHB_MORENA.pdf,madhya pradesh,23,morena,419
DH_2011_2725_PART_B_DCHB_PUNE.pdf,maharashtra,27,pune,521
DH_2011_0612_PART_B_DCHB_HISAR.pdf,haryana,06,hisar,080
DH_2011_1011_PART_B_DCHB_MADHEPURA.pdf,bihar,10,madhepura,213
DH_2011_2721_PART_B_DCHB_THANE.pdf,maharashtra,27,thane,517
DH_2011_0508_PART_B_DCHB_BAGESHWAR.pdf,uttarakhand,05,bageshwar,063
DH_2011_0202_PART_B_DCHB_KANGRA.pdf,himachal pradesh,02,kangra,024
DH_2011_2601_PART_B_DCHB_DADRA_NAGAR_HAVELI.pdf,dadra nagar haveli,26,dadra nagar haveli,496
DH_2011_1904_PART_B_DCHB_UTTAR_DINAJPUR.pdf,west bengal,19,uttar dinajpur,330
DH_2011_2108_PART_B_DCHB_BALESHWAR.pdf,odisha,21,baleshwar,377
DH_2011_0315_PART_B_DCHB_AMRITSAR.pdf,punjab,03,amritsar,049
DH_2011_1801_PART_B_DCHB_KOKRAJHAR.pdf,assam,18,kokrajhar,300
DH_2011_0934_PART_B_DCHB_JALAUN.pdf,uttar pradesh,09,jalaun,165
DH_2011_0813_PART_B_DCHB_SIKAR.pdf,rajasthan,08,sikar,111
DH_2011_0105_PART_B_DCHB_PUNCH.pdf,jammu kashmir,01,punch,005
DH_2011_2732_PART_B_DCHB_RATNAGIRI.pdf,maharashtra,27,ratnagiri,528
DH_2011_0619_PART_B_DCHB_MEWAT.pdf,haryana,06,mewat,087
DH_2011_1305_PART_B_DCHB_DIMAPUR.pdf,nagaland,13,dimapur,265
DH_2011_0605_PART_B_DCHB_KAITHAL.pdf,haryana,06,kaithal,073
DH_2011_0937_PART_B_DCHB_HAMIRPUR.pdf,uttar pradesh,09,hamirpur,168
DH_2011_0952_PART_B_DCHB_GONDA.pdf,uttar pradesh,09,gonda,183
DH_2011_1504_PART_B_DCHB_CHAMPHAI.pdf,mizoram,15,champhai,284
DH_2011_2730_PART_B_DCHB_SOLAPUR.pdf,maharashtra,27,solapur,526
DH_2011_2710_PART_B_DCHB_BHANDARA.pdf,maharashtra,27,bhandara,506
DH_2011_0905_PART_B_DCHB_RAMPUR.pdf,uttar pradesh,09,rampur,136
DH_2011_2310_PART_B_DCHB_SAGAR.pdf,madhya pradesh,23,sagar,427
DH_2011_1009_PART_B_DCHB_PURNIA.pdf,bihar,10,purnia,211
DH_2011_3206_PART_B_DCHB_PALAKKAD.pdf,kerala,32,palakkad,593
DH_2011_0401_PART_B_DCHB_CHANDIGARH.pdf,chandigarh,04,chandigarh,055
DH_2011_3210_PART_B_DCHB_KOTTAYAM.pdf,kerala,32,kottayam,597
DH_2011_0317_PART_B_DCHB_RUPNAGAR.pdf,punjab,03,rupnagar,051
DH_2011_0916_PART_B_DCHB_FIROZABAD.pdf,uttar pradesh,09,firozabad,147
DH_2011_0946_PART_B_DCHB_FAIZABAD.pdf,uttar pradesh,09,faizabad,177
DH_2011_1037_PART_B_DCHB_JEHANABAD.pdf,bihar,10,jehanabad,239
DH_2011_3322_PART_B_DCHB_MADURAI.pdf,tamil nadu,33,madurai,623
DH_2011_2318_PART_B_DCHB_UJJAIN.pdf,madhya pradesh,23,ujjain,435
DH_2011_0955_PART_B_DCHB_SANT_KABIR_NAGAR.pdf,uttar pradesh,09,sant kabir nagar,186
DH_2011_2309_PART_B_DCHB_PANNA.pdf,madhya pradesh,23,panna,426
DH_2011_0814_PART_B_DCHB_NAGAUR.pdf,rajasthan,08,nagaur,112
DH_2011_0904_PART_B_DCHB_MORADABAD.pdf,uttar pradesh,09,moradabad,135
DH_2011_0601_PART_B_DCHB_PANCHKULA.pdf,haryana,06,panchkula,069
DH_2011_1813_PART_B_DCHB_JORHAT.pdf,assam,18,jorhat,312
DH_2011_0304_PART_B_DCHB_HOSHIARPUR.pdf,punjab,03,hoshiarpur,038
DH_2011_2416_PART_B_DCHB_KHEDA.pdf,gujarat,24,kheda,483
DH_2011_0822_PART_B_DCHB_TONK.pdf,rajasthan,08,tonk,120
DH_2011_0948_PART_B_DCHB_SULTANPUR.pdf,uttar pradesh,09,sultanpur,179
DH_2011_0606_PART_B_DCHB_KARNAL.pdf,haryana,06,karnal,074
DH_2011_2334_PART_B_DCHB_JABALPUR.pdf,madhya pradesh,23,jabalpur,451
DH_2011_1005_PART_B_DCHB_MADHUBANI.pdf,bihar,10,madhubani,207
DH_2011_2819_PART_B_DCHB_SRI_POTTI_SRIRAMULU_NELLORE.pdf,andhra pradesh,28,sri potti sriramulu nellore,550
DH_2011_0940_PART_B_DCHB_CHITRAKOOT.pdf,uttar pradesh,09,chitrakoot,171
DH_2011_1505_PART_B_DCHB_SERCHHIP.pdf,mizoram,15,serchhip,285
DH_2011_2207_PART_B_DCHB_BILASPUR.pdf,chhattisgarh,22,bilaspur,406
DH_2011_1405_PART_B_DCHB_THOUBAL.pdf,manipur,14,thoubal,276
DH_2011_2928_PART_B_DCHB_CHIKKABALLAPURA.pdf,karnataka,29,chikkaballapura,582
DH_2011_2910_PART_B_DCHB_HAVERI.pdf,karnataka,29,haveri,564
DH_2011_0110_PART_B_DCHB_SRINAGAR.pdf,jammu kashmir,01,srinagar,010
DH_2011_2016_PART_B_DCHB_RAMGARH.pdf,jharkhand,20,ramgarh,361
DH_2011_2419_PART_B_DCHB_VADODARA.pdf,gujarat,24,vadodara,486
DH_2011_2116_PART_B_DCHB_NAYAGARH.pdf,odisha,21,nayagarh,385
DH_2011_2111_PART_B_DCHB_JAGATSINGHAPUR.pdf,odisha,21,jagatsinghapur,380
DH_2011_0609_PART_B_DCHB_JIND.pdf,haryana,06,jind,077
DH_2011_2319_PART_B_DCHB_SHAJAPUR.pdf,madhya pradesh,23,shajapur,436
DH_2011_2415_PART_B_DCHB_ANAND.pdf,gujarat,24,anand,482
DH_2011_3303_PART_B_DCHB_KANCHEEPURAM.pdf,tamil nadu,33,kancheepuram,604
DH_2011_2109_PART_B_DCHB_BHADRAK.pdf,odisha,21,bhadrak,378
DH_2011_0926_PART_B_DCHB_LUCKNOW.pdf,uttar pradesh,09,lucknow,157
DH_2011_0106_PART_B_DCHB_RAJOURI.pdf,jammu kashmir,01,rajouri,006
DH_2011_1901_PART_B_DCHB_DARJILING.pdf,west bengal,19,darjiling,327
DH_2011_3201_PART_B_DCHB_KASARAGOD.pdf,kerala,32,kasaragod,588
DH_2011_0316_PART_B_DCHB_TARN_TARAN.pdf,punjab,03,tarn taran,050
DH_2011_3314_PART_B_DCHB_PERAMBALUR.pdf,tamil nadu,33,perambalur,615
DH_2011_2922_PART_B_DCHB_KODAGU.pdf,karnataka,29,kodagu,576
DH_2011_1409_PART_B_DCHB_CHANDEL.pdf,manipur,14,chandel,280
DH_2011_2215_PART_B_DCHB_BASTAR.pdf,chhattisgarh,22,bastar,414
DH_2011_1913_PART_B_DCHB_BANKURA.pdf,west bengal,19,bankura,339
DH_2011_1704_PART_B_DCHB_WEST_KHASI_HILLS.pdf,meghalaya,17,west khasi hills,296
DH_2011_2703_PART_B_DCHB_JALGAON.pdf,maharashtra,27,jalgaon,499
DH_2011_0101_PART_B_DCHB_KUPWARA.pdf,jammu kashmir,01,kupwara,001
DH_2011_1816_PART_B_DCHB_DIMA_HASAO.pdf,assam,18,dima hasao,315
DH_2011_3315_PART_B_DCHB_ARIYALUR.pdf,tamil nadu,33,ariyalur,616
DH_2011_0942_PART_B_DCHB_PRATAPGARH.pdf,uttar pradesh,09,pratapgarh,173
DH_2011_1017_PART_B_DCHB_SARAN.pdf,bihar,10,saran,219
DH_2011_3305_PART_B_DCHB_TIRUVANNAMALAI.pdf,tamil nadu,33,tiruvannamalai,606
DH_2011_0804_PART_B_DCHB_CHURU.pdf,rajasthan,08,churu,102
DH_2011_2802_PART_B_DCHB_NIZAMABAD.pdf,andhra pradesh,28,nizamabad,533
DH_2011_0206_PART_B_DCHB_HAMIRPUR.pdf,himachal pradesh,02,hamirpur,028
DH_2011_1407_PART_B_DCHB_IMPHAL_EAST.pdf,manipur,14,imphal east,278
DH_2011_0109_PART_B_DCHB_BANDIPORE.pdf,jammu kashmir,01,bandipore,009
DH_2011_0908_PART_B_DCHB_BAGHPAT.pdf,uttar pradesh,09,baghpat,139
DH_2011_0810_PART_B_DCHB_SAWAI_MADHOPUR.pdf,rajasthan,08,sawai madhopur,108
DH_2011_0107_PART_B_DCHB_KATHUA.pdf,jammu kashmir,01,kathua,007
DH_2011_2915_PART_B_DCHB_UDUPI.pdf,karnataka,29,udupi,569
DH_2011_0301_PART_B_DCHB_GURDASPUR.pdf,punjab,03,gurdaspur,035
DH_2011_2124_PART_B_DCHB_BALANGIR.pdf,odisha,21,balangir,393
DH_2011_0947_PART_B_DCHB_AMBEDKAR_NAGAR.pdf,uttar pradesh,09,ambedkar nagar,178
DH_2011_1308_PART_B_DCHB_LONGLENG.pdf,nagaland,13,longleng,268
DH_2011_1906_PART_B_DCHB_MALDAH.pdf,west bengal,19,maldah,332
DH_2011_3307_PART_B_DCHB_SALEM.pdf,tamil nadu,33,salem,608
DH_2011_1309_PART_B_DCHB_KIPHIRE.pdf,nagaland,13,kiphire,269
DH_2011_1908_PART_B_DCHB_BIRBHUM.pdf,west bengal,19,birbhum,334
DH_2011_2916_PART_B_DCHB_CHIKMAGALUR.pdf,karnataka,29,chikmagalur,570
DH_2011_0944_PART_B_DCHB_ALLAHABAD.pdf,uttar pradesh,09,allahabad,175
DH_2011_2022_PART_B_DCHB_SIMDEGA.pdf,jharkhand,20,simdega,367
DH_2011_1902_PART_B_DCHB_JALPAIGURI.pdf,west bengal,19,jalpaiguri,328
DH_2011_2021_PART_B_DCHB_GUMLA.pdf,jharkhand,20,gumla,366
DH_2011_2715_PART_B_DCHB_NANDED.pdf,maharashtra,27,nanded,511
DH_2011_2017_PART_B_DCHB_DUMKA.pdf,jharkhand,20,dumka,362
DH_2011_1024_PART_B_DCHB_MUNGER.pdf,bihar,10,munger,226
DH_2011_2735_PART_B_DCHB_SANGLI.pdf,maharashtra,27,sangli,531
DH_2011_0308_PART_B_DCHB_MOGA.pdf,punjab,03,moga,042
DH_2011_2925_PART_B_DCHB_GULBARGA.pdf,karnataka,29,gulbarga,579
DH_2011_1023_PART_B_DCHB_BANKA.pdf,bihar,10,banka,225
DH_2011_3202_PART_B_DCHB_KANNUR.pdf,kerala,32,kannur,589
DH_2011_2011_PART_B_DCHB_LOHARDAGA.pdf,jharkhand,20,lohardaga,356
DH_2011_0958_PART_B_DCHB_KUSHINAGAR.pdf,uttar pradesh,09,kushinagar,189
DH_2011_2101_PART_B_DCHB_BARGARH.pdf,odisha,21,bargarh,370
DH_2011_2316_PART_B_DCHB_MANDSAUR.pdf,madhya pradesh,23,mandsaur,433
DH_2011_3320_PART_B_DCHB_PUDUKKOTTAI.pdf,tamil nadu,33,pudukkottai,621
DH_2011_0913_PART_B_DCHB_MAHAMAYA_NAGAR.pdf,uttar pradesh,09,mahamaya nagar,144
DH_2011_2305_PART_B_DCHB_DATIA.pdf,madhya pradesh,23,datia,422
DH_2011_0506_PART_B_DCHB_GARHWAL.pdf,uttarakhand,05,garhwal,061
DH_2011_2323_PART_B_DCHB_KHARGONE_WEST_NIMAR.pdf,madhya pradesh,23,west nimar,440
DH_2011_2115_PART_B_DCHB_ANUGUL.pdf,odisha,21,anugul,384
DH_2011_2210_PART_B_DCHB_DURG.pdf,chhattisgarh,22,durg,409
DH_2011_0819_PART_B_DCHB_SIROHI.pdf,rajasthan,08,sirohi,117
DH_2011_1818_PART_B_DCHB_KARIMGANJ.pdf,assam,18,karimganj,317
DH_2011_0815_PART_B_DCHB_JODHPUR.pdf,rajasthan,08,jodhpur,113
DH_2011_1825_PART_B_DCHB_BAKSA.pdf,assam,18,baksa,324
DH_2011_2015_PART_B_DCHB_HAZARIBAGH.pdf,jharkhand,20,hazaribagh,360
DH_2011_0310_PART_B_DCHB_MUKTSAR.pdf,punjab,03,muktsar,044
DH_2011_2322_PART_B_DCHB_INDORE.pdf,madhya pradesh,23,indore,439
DH_2011_2724_PART_B_DCHB_RAIGARH.pdf,maharashtra,27,raigarh,520
DH_2011_2912_PART_B_DCHB_CHITRADURGA.pdf,karnataka,29,chitradurga,566
DH_2011_0211_PART_B_DCHB_SHIMLA.pdf,himachal pradesh,02,shimla,033
DH_2011_2811_PART_B_DCHB_SRIKAKULAM.pdf,andhra pradesh,28,srikakulam,542
DH_2011_2119_PART_B_DCHB_GANJAM.pdf,odisha,21,ganjam,388
DH_2011_1822_PART_B_DCHB_KAMRUP.pdf,assam,18,kamrup,321
DH_2011_1306_PART_B_DCHB_PHEK.pdf,nagaland,13,phek,266
DH_2011_0805_PART_B_DCHB_JHUNJHUNUN.pdf,rajasthan,08,jhunjhunun,103
DH_2011_0501_PART_B_DCHB_UTTARKASHI.pdf,uttarakhand,05,uttarkashi,056
DH_2011_3329_PART_B_DCHB_DHARMAPURI.pdf,tamil nadu,33,dharmapuri,630
DH_2011_0303_PART_B_DCHB_JALANDHAR.pdf,punjab,03,jalandhar,037
DH_2011_0621_PART_B_DCHB_PALWAL.pdf,haryana,06,palwal,089
DH_2011_2326_PART_B_DCHB_VIDISHA.pdf,madhya pradesh,23,vidisha,443
DH_2011_1502_PART_B_DCHB_KOLASIB.pdf,mizoram,15,kolasib,282
DH_2011_0319_PART_B_DCHB_SANGRUR.pdf,punjab,03,sangrur,053
DH_2011_2817_PART_B_DCHB_GUNTUR.pdf,andhra pradesh,28,guntur,548
DH_2011_3403_PART_B_DCHB_MAHE.pdf,puducherry,34,mahe,636
DH_2011_0927_PART_B_DCHB_RAE_BARELI.pdf,uttar pradesh,09,rae bareli,158
DH_2011_3209_PART_B_DCHB_IDUKKI.pdf,kerala,32,idukki,596
DH_2011_1032_PART_B_DCHB_ROHTAS.pdf,bihar,10,rohtas,234
DH_2011_3500_PART_B_DCHB_ANDAMAN_NICOBAR_ISLANDS.pdf,andaman nicobar islands,35,south andaman,640
DH_2011_3500_PART_B_DCHB_ANDAMAN_NICOBAR_ISLANDS.pdf,andaman nicobar islands,35,north middle andaman,639
DH_2011_0208_PART_B_DCHB_BILASPUR.pdf,himachal pradesh,02,bilaspur,030
DH_2011_1214_PART_B_DCHB_LOWER_DIBANG_VALLEY.pdf,arunachal pradesh,12,lower dibang valley,258
DH_2011_0620_PART_B_DCHB_FARIDABAD.pdf,haryana,06,faridabad,088
DH_2011_0511_PART_B_DCHB_NAINITAL.pdf,uttarakhand,05,nainital,066
DH_2011_1909_PART_B_DCHB_BARDDHAMAN.pdf,west bengal,19,barddhaman,335
DH_2011_1030_PART_B_DCHB_BUXAR.pdf,bihar,10,buxar,232
DH_2011_1012_PART_B_DCHB_SAHARSA.pdf,bihar,10,saharsa,214
DH_2011_2422_PART_B_DCHB_THE_DANGS.pdf,gujarat,24,the dangs,489
DH_2011_2013_PART_B_DCHB_PALAMU.pdf,jharkhand,20,palamu,358
DH_2011_0918_PART_B_DCHB_BUDAUN.pdf,uttar pradesh,09,budaun,149
DH_2011_2130_PART_B_DCHB_MALKANGIRI.pdf,odisha,21,malkangiri,399
DH_2011_2914_PART_B_DCHB_SHIMOGA.pdf,karnataka,29,shimoga,568
DH_2011_0951_PART_B_DCHB_BALRAMPUR.pdf,uttar pradesh,09,balrampur,182
DH_2011_3323_PART_B_DCHB_THENI.pdf,tamil nadu,33,theni,624
DH_2011_2332_PART_B_DCHB_HOSHANGABAD.pdf,madhya pradesh,23,hoshangabad,449
DH_2011_0116_PART_B_DCHB_DODA.pdf,jammu kashmir,01,doda,016
DH_2011_0824_PART_B_DCHB_BHILWARA.pdf,rajasthan,08,bhilwara,122
DH_2011_2205_PART_B_DCHB_KORBA.pdf,chhattisgarh,22,korba,404
DH_2011_0909_PART_B_DCHB_GHAZIABAD.pdf,uttar pradesh,09,ghaziabad,140
DH_2011_2019_PART_B_DCHB_RANCHI.pdf,jharkhand,20,ranchi,364
DH_2011_2911_PART_B_DCHB_BELLARY.pdf,karnataka,29,bellary,565
DH_2011_1809_PART_B_DCHB_DHEMAJI.pdf,assam,18,dhemaji,308
DH_2011_0617_PART_B_DCHB_REWARI.pdf,haryana,06,rewari,085
DH_2011_0920_PART_B_DCHB_PILIBHIT.pdf,uttar pradesh,09,pilibhit,151
DH_2011_2129_PART_B_DCHB_KORAPUT.pdf,odisha,21,koraput,398
DH_2011_1408_PART_B_DCHB_UKHRUL.pdf,manipur,14,ukhrul,279
DH_2011_2815_PART_B_DCHB_WEST_GODAVARI.pdf,andhra pradesh,28,west godavari,546
DH_2011_1008_PART_B_DCHB_KISHANGANJ.pdf,bihar,10,kishanganj,210
DH_2011_0960_PART_B_DCHB_AZAMGARH.pdf,uttar pradesh,09,azamgarh,191
DH_2011_2113_PART_B_DCHB_JAJAPUR.pdf,odisha,21,jajapur,382
DH_2011_1028_PART_B_DCHB_PATNA.pdf,bihar,10,patna,230
DH_2011_1823_PART_B_DCHB_KAMRUP_METROPOLITAN.pdf,assam,18,kamrup metropolitan,322
DH_2011_1311_PART_B_DCHB_PEREN.pdf,nagaland,13,peren,271
DH_2011_2810_PART_B_DCHB_KHAMMAM.pdf,andhra pradesh,28,khammam,541
DH_2011_3001_PART_B_DCHB_NORTH_GOA.pdf,goa,30,north goa,585
DH_2011_2125_PART_B_DCHB_NUAPADA.pdf,odisha,21,nuapada,394
DH_2011_1705_PART_B_DCHB_RIBHOI.pdf,meghalaya,17,ribhoi,297
DH_2011_2807_PART_B_DCHB_MAHBUBNAGAR.pdf,andhra pradesh,28,mahbubnagar,538
DH_2011_2712_PART_B_DCHB_GADCHIROLI.pdf,maharashtra,27,gadchiroli,508
DH_2011_0505_PART_B_DCHB_DEHRADUN.pdf,uttarakhand,05,dehradun,060
DH_2011_1216_PART_B_DCHB_ANJAW.pdf,arunachal pradesh,12,anjaw,260
DH_2011_1402_PART_B_DCHB_TAMENGLONG.pdf,manipur,14,tamenglong,273
DH_2011_0949_PART_B_DCHB_BAHRAICH.pdf,uttar pradesh,09,bahraich,180
DH_2011_0924_PART_B_DCHB_HARDOI.pdf,uttar pradesh,09,hardoi,155
DH_2011_0513_PART_B_DCHB_HARDWAR.pdf,uttarakhand,05,hardwar,068
DH_2011_1501_PART_B_DCHB_MAMIT.pdf,mizoram,15,mamit,281
DH_2011_2345_PART_B_DCHB_SIDHI.pdf,madhya pradesh,23,sidhi,462
DH_2011_2714_PART_B_DCHB_YAVATMAL.pdf,maharashtra,27,yavatmal,510
DH_2011_1903_PART_B_DCHB_KOCH_BIHAR.pdf,west bengal,19,koch bihar,329
DH_2011_1703_PART_B_DCHB_SOUTH_GARO_HILLS.pdf,meghalaya,17,south garo hills,295
DH_2011_3208_PART_B_DCHB_ERNAKULAM.pdf,kerala,32,ernakulam,595
DH_2011_1211_PART_B_DCHB_LOWER_SUBANSIRI.pdf,arunachal pradesh,12,lower subansiri,255
DH_2011_1205_PART_B_DCHB_UPPER_SUBANSIRI.pdf,arunachal pradesh,12,upper subansiri,249
DH_2011_2424_PART_B_DCHB_VALSAD.pdf,gujarat,24,valsad,491
DH_2011_2118_PART_B_DCHB_PURI.pdf,odisha,21,puri,387
DH_2011_3308_PART_B_DCHB_NAMAKKAL.pdf,tamil nadu,33,namakkal,609
DH_2011_0504_PART_B_DCHB_TEHRI_GARHWAL.pdf,uttarakhand,05,tehri garhwal,059
DH_2011_0305_PART_B_DCHB_SHAHID_BHAGAT_SINGH_NAGAR.pdf,punjab,03,shahid bhagat singh nagar,039
DH_2011_0821_PART_B_DCHB_AJMER.pdf,rajasthan,08,ajmer,119
DH_2011_1201_PART_B_DCHB_TAWANG.pdf,arunachal pradesh,12,tawang,245
DH_2011_0610_PART_B_DCHB_FATEHABAD.pdf,haryana,06,fatehabad,078
DH_2011_0320_PART_B_DCHB_BARNALA.pdf,punjab,03,barnala,054
DH_2011_2426_PART_B_DCHB_TAPI.pdf,gujarat,24,tapi,493
DH_2011_0831_PART_B_DCHB_JHALAWAR.pdf,rajasthan,08,jhalawar,129
DH_2011_2214_PART_B_DCHB_UTTAR_BASTAR_KANKER.pdf,chhattisgarh,22,uttar bastar kanker,413
DH_2011_1003_PART_B_DCHB_SHEOHAR.pdf,bihar,10,sheohar,205
DH_2011_2209_PART_B_DCHB_RAJNANDGAON.pdf,chhattisgarh,22,rajnandgaon,408
DH_2011_1004_PART_B_DCHB_SITAMARHI.pdf,bihar,10,sitamarhi,206
DH_2011_0812_PART_B_DCHB_JAIPUR.pdf,rajasthan,08,jaipur,110
DH_2011_2902_PART_B_DCHB_BAGALKOT.pdf,karnataka,29,bagalkot,556
DH_2011_1209_PART_B_DCHB_CHANGLANG.pdf,arunachal pradesh,12,changlang,253
DH_2011_3321_PART_B_DCHB_SIVAGANGA.pdf,tamil nadu,33,sivaganga,622
